Province_State,Country_Region,Confirmed,Deaths
,Afghanistan,929,33
,Albania,356,1
,Algeria,149,0
,Andorra,88,0
,Angola,89,1
,Antarctica,0,0
,Antigua and Barbuda,0,0
,Argentina,145996,297
,Armenia,32,1
Australian Capital Territory,Australia,5918,14
New South Wales,Australia,50334,414
Northern Territory,Australia,1413,3
Queensland,Australia,38272,238
South Australia,Australia,11764,80
Tasmania,Australia,4369,20
Victoria,Australia,23515,711
Western Australia,Australia,26928,83
,Austria,72267,246
,Azerbaijan,1517,77
,Bahamas,0,0
,Bahrain,1678,4
,Bangladesh,431,2
,Barbados,642,3
,Belarus,0,0
Antwerp,Belgium,4027,0
Brussels,Belgium,1655,0
East Flanders,Belgium,3819,0
Flemish Brabant,Belgium,2588,0
Hainaut,Belgium,2489,0
Liege,Belgium,1345,0
Limburg,Belgium,2065,0
Luxembourg,Belgium,421,0
Namur,Belgium,742,0
Unknown,Belgium,288,329
Walloon Brabant,Belgium,691,0
West Flanders,Belgium,3121,0
,Belize,714,0
,Benin,7,0
,Bhutan,81,0
,Bolivia,24881,41
,Bosnia and Herzegovina,392,28
,Botswana,1367,6
Acre,Brazil,1508,1
Alagoas,Brazil,1839,39
Amapa,Brazil,1595,2
Amazonas,Brazil,538,4
Bahia,Brazil,17355,159
Ceara,Brazil,11631,40
Distrito Federal,Brazil,6096,0
Espirito Santo,Brazil,8223,51
Goias,Brazil,51035,172
Maranhao,Brazil,3601,13
Mato Grosso,Brazil,16158,64
Mato Grosso do Sul,Brazil,9901,79
Minas Gerais,Brazil,58024,488
Para,Brazil,4986,50
Paraiba,Brazil,6364,15
Parana,Brazil,47697,241
Pernambuco,Brazil,23524,67
Piaui,Brazil,7265,31
Rio Grande do Norte,Brazil,2070,17
Rio Grande do Sul,Brazil,53704,299
Rio de Janeiro,Brazil,27541,171
Rondonia,Brazil,9369,26
Roraima,Brazil,621,0
Santa Catarina,Brazil,19496,90
Sao Paulo,Brazil,97174,1064
Sergipe,Brazil,1238,18
Tocantins,Brazil,4746,20
,Brunei,9248,0
,Bulgaria,3276,71
,Burkina Faso,19,1
,Burma,135,0
,Burundi,1633,0
,Cabo Verde,29,1
,Cambodia,102,0
,Cameroon,0,0
Alberta,Canada,4166,114
British Columbia,Canada,2877,255
Diamond Princess,Canada,0,0
Grand Princess,Canada,0,0
Manitoba,Canada,593,87
New Brunswick,Canada,2281,138
Newfoundland and Labrador,Canada,418,8
Northwest Territories,Canada,0,0
Nova Scotia,Canada,3848,41
Nunavut,Canada,0,0
Ontario,Canada,24230,365
Prince Edward Island,Canada,882,6
Quebec,Canada,17761,262
Repatriated Travellers,Canada,0,0
Saskatchewan,Canada,1316,45
Yukon,Canada,0,0
,Central African Republic,17,0
,Chad,2,0
Antofagasta,Chile,2902,23
Araucania,Chile,3878,33
Arica y Parinacota,Chile,872,15
Atacama,Chile,3196,14
Aysen,Chile,565,6
Biobio,Chile,7375,46
Coquimbo,Chile,4583,18
Los Lagos,Chile,1899,31
Los Rios,Chile,1951,14
Magallanes,Chile,618,4
Maule,Chile,4690,29
Metropolitana,Chile,28215,247
Nuble,Chile,2799,24
OHiggins,Chile,3025,19
Tarapaca,Chile,1643,12
Unknown,Chile,0,0
Valparaiso,Chile,8892,77
Anhui,China,530,0
Beijing,China,4308,0
Chongqing,China,1473,2
Fujian,China,5533,0
Gansu,China,170,0
Guangdong,China,18408,2
Guangxi,China,9894,0
Guizhou,China,628,0
Hainan,China,16,0
Hebei,China,206,0
Heilongjiang,China,695,5
Henan,China,500,0
Hong Kong,China,227112,1464
Hubei,China,1143,3
Hunan,China,2591,0
Inner Mongolia,China,306,0
Jiangsu,China,1178,0
Jiangxi,China,893,1
Jilin,China,235,0
Liaoning,China,217,0
Macau,China,872,73
Ningxia,China,722,0
Qinghai,China,200,0
Shaanxi,China,1034,0
Shandong,China,845,2
Shanghai,China,827,0
Shanxi,China,1181,1
Sichuan,China,1230,4
Tianjin,China,816,0
Tibet,China,125,0
Unknown,China,16,78917
Xinjiang,China,380,0
Yunnan,China,1648,2
Zhejiang,China,5362,0
Amazonas,Colombia,8,0
Antioquia,Colombia,2120,45
Arauca,Colombia,33,2
Atlantico,Colombia,203,4
Bolivar,Colombia,111,1
Boyaca,Colombia,424,17
Caldas,Colombia,223,13
Capital District,Colombia,7189,83
Caqueta,Colombia,70,0
Casanare,Colombia,73,2
Cauca,Colombia,300,1
Cesar,Colombia,141,3
Choco,Colombia,23,0
Cordoba,Colombia,114,2
Cundinamarca,Colombia,1055,17
Guainia,Colombia,1,0
Guaviare,Colombia,7,0
Huila,Colombia,150,4
La Guajira,Colombia,48,0
Magdalena,Colombia,51,1
Meta,Colombia,205,2
Narino,Colombia,469,15
Norte de Santander,Colombia,224,9
Putumayo,Colombia,79,0
Quindio,Colombia,241,4
Risaralda,Colombia,220,8
San Andres y Providencia,Colombia,21,1
Santander,Colombia,709,32
Sucre,Colombia,41,1
Tolima,Colombia,266,9
Unknown,Colombia,0,-2
Valle del Cauca,Colombia,1434,30
Vaupes,Colombia,2,0
Vichada,Colombia,8,1
,Comoros,10,0
,Congo (Brazzaville),0,2
,Congo (Kinshasa),341,1
,Costa Rica,24489,86
,Cote d'Ivoire,41,2
,Croatia,3458,270
,Cuba,420,0
,Cyprus,11552,29
,Czechia,9503,173
Faroe Islands,Denmark,0,0
Greenland,Denmark,0,0
,Denmark,13944,387
,Diamond Princess,0,0
,Djibouti,0,0
,Dominica,0,0
,Dominican Republic,4555,0
,Ecuador,10776,2
,Egypt,0,4
,El Salvador,0,0
,Equatorial Guinea,4,0
,Eritrea,0,0
,Estonia,2012,58
,Eswatini,99,0
,Ethiopia,1374,0
,Fiji,70,2
,Finland,20414,706
French Guiana,France,502,2
French Polynesia,France,47,0
Guadeloupe,France,2786,10
Martinique,France,3686,13
Mayotte,France,33,0
New Caledonia,France,515,0
Reunion,France,7243,13
Saint Barthelemy,France,38,0
Saint Pierre and Miquelon,France,103,0
St Martin,France,129,0
Wallis and Futuna,France,12,0
,France,215879,2233
,Gabon,1,0
,Gambia,0,0
,Georgia,5360,29
Baden-Wurttemberg,Germany,36248,380
Bayern,Germany,50783,534
Berlin,Germany,14626,166
Brandenburg,Germany,10090,121
Bremen,Germany,3640,34
Hamburg,Germany,6460,150
Hessen,Germany,34186,256
Mecklenburg-Vorpommern,Germany,7757,72
Niedersachsen,Germany,64646,784
Nordrhein-Westfalen,Germany,120729,954
Rheinland-Pfalz,Germany,20735,175
Saarland,Germany,5056,61
Sachsen,Germany,12062,187
Sachsen-Anhalt,Germany,7680,101
Schleswig-Holstein,Germany,10289,133
Thuringen,Germany,4979,138
Unknown,Germany,0,0
,Ghana,64,1
,Greece,0,0
,Grenada,36,0
,Guatemala,23553,104
,Guinea,30,1
,Guinea-Bissau,0,0
,Guyana,787,8
,Haiti,172,0
,Holy See,0,0
,Honduras,4842,33
,Hungary,6011,163
,Iceland,714,-30
Andaman and Nicobar Islands,India,0,0
Andhra Pradesh,India,15,0
Arunachal Pradesh,India,1,0
Assam,India,0,0
Bihar,India,19,1
Chandigarh,India,9,0
Chhattisgarh,India,19,0
Dadra and Nagar Haveli and Daman and Diu,India,0,0
Delhi,India,144,1
Goa,India,37,0
Gujarat,India,75,3
Haryana,India,59,0
Himachal Pradesh,India,52,0
Jammu and Kashmir,India,37,0
Jharkhand,India,3,0
Karnataka,India,833,1
Kerala,India,1194,16
Ladakh,India,7,0
Lakshadweep,India,0,0
Madhya Pradesh,India,19,1
Maharashtra,India,465,4
Manipur,India,1,0
Meghalaya,India,4,1
Mizoram,India,0,0
Nagaland,India,0,0
Odisha,India,73,0
Puducherry,India,182,0
Punjab,India,144,0
Rajasthan,India,93,1
Sikkim,India,3,0
Tamil Nadu,India,215,0
Telangana,India,148,0
Tripura,India,0,0
Unknown,India,0,0
Uttar Pradesh,India,44,3
Uttarakhand,India,48,1
West Bengal,India,131,0
,Indonesia,9835,195
,Iran,3137,61
,Iraq,438,2
,Ireland,12585,169
,Israel,21748,146
Abruzzo,Italy,12183,65
Basilicata,Italy,2602,6
Calabria,Italy,12565,86
Campania,Italy,28671,135
Emilia-Romagna,Italy,20573,231
Friuli Venezia Giulia,Italy,6963,99
Lazio,Italy,36262,138
Liguria,Italy,5797,81
Lombardia,Italy,36719,502
Marche,Italy,8382,67
Molise,Italy,1828,8
P.A. Bolzano,Italy,2053,9
P.A. Trento,Italy,2200,7
Piemonte,Italy,12316,32
Puglia,Italy,25628,123
Sardegna,Italy,7343,32
Sicilia,Italy,31121,145
Toscana,Italy,14933,116
Umbria,Italy,7109,64
Valle d'Aosta,Italy,270,2
Veneto,Italy,34566,243
,Jamaica,649,19
Aichi,Japan,206152,499
Akita,Japan,15357,87
Aomori,Japan,21384,82
Chiba,Japan,138457,536
Ehime,Japan,48409,188
Fukui,Japan,21599,39
Fukuoka,Japan,167302,619
Fukushima,Japan,43931,116
Gifu,Japan,67696,162
Gunma,Japan,49354,196
Hiroshima,Japan,106941,221
Hokkaido,Japan,74125,338
Hyogo,Japan,145623,378
Ibaraki,Japan,74349,218
Ishikawa,Japan,28949,83
Iwate,Japan,23446,156
Kagawa,Japan,35565,128
Kagoshima,Japan,58984,205
Kanagawa,Japan,177664,420
Kochi,Japan,21641,133
Kumamoto,Japan,66028,313
Kyoto,Japan,58431,229
Mie,Japan,66871,244
Miyagi,Japan,51711,150
Miyazaki,Japan,49096,216
Nagano,Japan,51176,144
Nagasaki,Japan,44458,147
Nara,Japan,34386,105
Niigata,Japan,40653,88
Oita,Japan,42348,167
Okayama,Japan,65729,192
Okinawa,Japan,26757,36
Osaka,Japan,217446,837
Port Quarantine,Japan,0,0
Saga,Japan,33681,105
Saitama,Japan,146370,623
Shiga,Japan,39031,129
Shimane,Japan,22008,90
Shizuoka,Japan,131566,316
Tochigi,Japan,48508,203
Tokushima,Japan,24657,96
Tokyo,Japan,270705,847
Tottori,Japan,22534,79
Toyama,Japan,22853,48
Unknown,Japan,0,0
Wakayama,Japan,34205,103
Yamagata,Japan,17346,31
Yamaguchi,Japan,51939,148
Yamanashi,Japan,26025,88
,Jordan,0,0
,Kazakhstan,8243,8
,Kenya,303,0
,Kiribati,1578,5
,"Korea, North",0,0
,"Korea, South",1057531,1214
,Kosovo,261,1
,Kuwait,111,0
,Kyrgyzstan,35,0
,Laos,176,0
,Latvia,1452,53
,Lebanon,6124,44
,Lesotho,300,17
,Liberia,19,0
,Libya,20,0
,Liechtenstein,73,1
,Lithuania,8055,60
,Luxembourg,2985,32
,MS Zaandam,0,0
,Madagascar,92,3
,Malawi,339,1
Johor,Malaysia,453,12
Kedah,Malaysia,472,4
Kelantan,Malaysia,187,0
Melaka,Malaysia,598,3
Negeri Sembilan,Malaysia,359,4
Pahang,Malaysia,232,2
Perak,Malaysia,442,5
Perlis,Malaysia,31,1
Pulau Pinang,Malaysia,500,3
Sabah,Malaysia,246,1
Sarawak,Malaysia,701,4
Selangor,Malaysia,3097,28
Terengganu,Malaysia,201,1
Unknown,Malaysia,0,0
W.P. Kuala Lumpur,Malaysia,1667,16
W.P. Labuan,Malaysia,36,0
W.P. Putrajaya,Malaysia,274,1
,Maldives,37,0
,Mali,13,0
,Malta,648,7
,Marshall Islands,37,0
,Mauritania,240,0
,Mauritius,4622,2
Aguascalientes,Mexico,3316,9
Baja California,Mexico,2397,27
Baja California Sur,Mexico,1070,6
Campeche,Mexico,238,6
Chiapas,Mexico,1841,12
Chihuahua,Mexico,1450,32
Ciudad de Mexico,Mexico,37696,211
Coahuila,Mexico,2611,35
Colima,Mexico,1387,3
Durango,Mexico,1334,6
Guanajuato,Mexico,6395,55
Guerrero,Mexico,1093,12
Hidalgo,Mexico,2669,45
Jalisco,Mexico,4635,68
Mexico,Mexico,14416,117
Michoacan,Mexico,2387,20
Morelos,Mexico,3739,32
Nayarit,Mexico,2014,9
Nuevo Leon,Mexico,6836,34
Oaxaca,Mexico,3585,17
Puebla,Mexico,5064,37
Queretaro,Mexico,3816,43
Quintana Roo,Mexico,1203,6
San Luis Potosi,Mexico,4841,27
Sinaloa,Mexico,1942,24
Sonora,Mexico,1759,21
Tabasco,Mexico,1716,23
Tamaulipas,Mexico,2188,37
Tlaxcala,Mexico,1755,6
Unknown,Mexico,540,8
Veracruz,Mexico,5261,42
Yucatan,Mexico,820,35
Zacatecas,Mexico,1771,34
,Micronesia,473,0
,Moldova,2123,20
,Monaco,115,0
,Mongolia,605,0
,Montenegro,1599,6
,Morocco,630,1
,Mozambique,1024,3
,Namibia,446,6
,Nauru,0,0
,Nepal,98,1
Aruba,Netherlands,241,1
"Bonaire, Sint Eustatius and Saba",Netherlands,67,2
Curacao,Netherlands,0,2
Drenthe,Netherlands,418,0
Flevoland,Netherlands,234,0
Friesland,Netherlands,398,0
Gelderland,Netherlands,2003,0
Groningen,Netherlands,401,0
Limburg,Netherlands,922,0
Noord-Brabant,Netherlands,1535,0
Noord-Holland,Netherlands,2205,0
Overijssel,Netherlands,834,0
Sint Maarten,Netherlands,22,0
Unknown,Netherlands,0,2
Utrecht,Netherlands,1175,0
Zeeland,Netherlands,392,0
Zuid-Holland,Netherlands,2749,0
Cook Islands,New Zealand,610,1
Niue,New Zealand,240,0
,New Zealand,88001,146
,Nicaragua,204,0
,Niger,35,1
,Nigeria,82,0
,North Macedonia,825,24
,Norway,2708,442
,Oman,295,0
Azad Jammu and Kashmir,Pakistan,0,0
Balochistan,Pakistan,13,0
Gilgit-Baltistan,Pakistan,1,0
Islamabad,Pakistan,36,0
Khyber Pakhtunkhwa,Pakistan,107,1
Punjab,Pakistan,218,1
Sindh,Pakistan,120,2
,Palau,15,0
,Panama,5923,29
,Papua New Guinea,87,1
,Paraguay,14041,132
Amazonas,Peru,219,7
Ancash,Peru,1533,33
Apurimac,Peru,318,7
Arequipa,Peru,6340,52
Ayacucho,Peru,333,7
Cajamarca,Peru,620,11
Callao,Peru,620,41
Cusco,Peru,1368,20
Huancavelica,Peru,264,6
Huanuco,Peru,249,15
Ica,Peru,1007,36
Junin,Peru,1607,15
La Libertad,Peru,1553,43
Lambayeque,Peru,788,15
Lima,Peru,15679,327
Loreto,Peru,258,10
Madre de Dios,Peru,86,4
Moquegua,Peru,803,5
Pasco,Peru,363,0
Piura,Peru,1224,28
Puno,Peru,1062,14
San Martin,Peru,125,3
Tacna,Peru,903,18
Tumbes,Peru,215,9
Ucayali,Peru,53,12
Unknown,Peru,-14987,-39
,Philippines,8424,382
,Poland,10759,194
,Portugal,9849,308
,Qatar,2906,1
,Romania,16526,202
Adygea Republic,Russia,86,1
Altai Krai,Russia,1376,4
Altai Republic,Russia,46,0
Amur Oblast,Russia,593,0
Arkhangelsk Oblast,Russia,1022,3
Astrakhan Oblast,Russia,370,7
Bashkortostan Republic,Russia,4296,25
Belgorod Oblast,Russia,769,6
Bryansk Oblast,Russia,665,2
Buryatia Republic,Russia,805,7
Chechen Republic,Russia,112,0
Chelyabinsk Oblast,Russia,1511,32
Chukotka Autonomous Okrug,Russia,178,0
Chuvashia Republic,Russia,1234,8
Dagestan Republic,Russia,358,9
Ingushetia Republic,Russia,60,0
Irkutsk Oblast,Russia,2042,25
Ivanovo Oblast,Russia,709,13
Jewish Autonomous Okrug,Russia,46,0
Kabardino-Balkarian Republic,Russia,308,2
Kaliningrad Oblast,Russia,2050,21
Kalmykia Republic,Russia,213,0
Kaluga Oblast,Russia,671,1
Kamchatka Krai,Russia,193,1
Karachay-Cherkess Republic,Russia,120,0
Karelia Republic,Russia,802,0
Kemerovo Oblast,Russia,808,24
Khabarovsk Krai,Russia,912,0
Khakassia Republic,Russia,250,1
Khanty-Mansi Autonomous Okrug,Russia,2242,6
Kirov Oblast,Russia,626,2
Komi Republic,Russia,658,5
Kostroma Oblast,Russia,181,10
Krasnodar Krai,Russia,1198,12
Krasnoyarsk Krai,Russia,1383,29
Kurgan Oblast,Russia,483,7
Kursk Oblast,Russia,568,1
Leningrad Oblast,Russia,1595,1
Lipetsk Oblast,Russia,580,9
Magadan Oblast,Russia,104,0
Mari El Republic,Russia,399,0
Mordovia Republic,Russia,561,0
Moscow,Russia,45174,397
Moscow Oblast,Russia,4765,14
Murmansk Oblast,Russia,485,5
Nenets Autonomous Okrug,Russia,32,0
Nizhny Novgorod Oblast,Russia,1905,14
North Ossetia - Alania Republic,Russia,102,7
Novgorod Oblast,Russia,178,1
Novosibirsk Oblast,Russia,1747,9
Omsk Oblast,Russia,908,31
Orel Oblast,Russia,347,4
Orenburg Oblast,Russia,477,0
Penza Oblast,Russia,1235,23
Perm Krai,Russia,3272,36
Primorsky Krai,Russia,1817,0
Pskov Oblast,Russia,223,3
Rostov Oblast,Russia,808,1
Ryazan Oblast,Russia,556,1
Saint Petersburg,Russia,16784,329
Sakha (Yakutiya) Republic,Russia,1245,0
Sakhalin Oblast,Russia,226,4
Samara Oblast,Russia,5093,31
Saratov Oblast,Russia,1949,0
Smolensk Oblast,Russia,161,10
Stavropol Krai,Russia,1174,2
Sverdlovsk Oblast,Russia,5164,15
Tambov Oblast,Russia,338,4
Tatarstan Republic,Russia,1895,1
Tomsk Oblast,Russia,685,10
Tula Oblast,Russia,571,4
Tver Oblast,Russia,462,0
Tyumen Oblast,Russia,2175,3
Tyva Republic,Russia,94,0
Udmurt Republic,Russia,3304,10
Ulyanovsk Oblast,Russia,633,0
Vladimir Oblast,Russia,622,11
Volgograd Oblast,Russia,572,1
Vologda Oblast,Russia,713,0
Voronezh Oblast,Russia,1587,12
Yamalo-Nenets Autonomous Okrug,Russia,934,2
Yaroslavl Oblast,Russia,1073,4
Zabaykalsky Krai,Russia,773,1
,Rwanda,170,1
,Saint Kitts and Nevis,30,0
,Saint Lucia,62,0
,Saint Vincent and the Grenadines,47,4
,Samoa,105,0
,San Marino,419,1
,Sao Tome and Principe,1,0
,Saudi Arabia,930,54
,Senegal,2,3
,Serbia,24578,175
,Seychelles,310,0
,Sierra Leone,0,0
,Singapore,14354,11
,Slovakia,3324,119
,Slovenia,13811,44
,Solomon Islands,0,0
,Somalia,18,0
,South Africa,6647,27
,South Sudan,0,0
Andalusia,Spain,9987,291
Aragon,Spain,671,25
Asturias,Spain,866,51
Baleares,Spain,1054,4
C. Valenciana,Spain,4817,99
Canarias,Spain,4105,66
Cantabria,Spain,368,10
Castilla - La Mancha,Spain,1132,26
Castilla y Leon,Spain,3172,67
Catalonia,Spain,4252,154
Ceuta,Spain,77,0
Extremadura,Spain,1473,22
Galicia,Spain,3585,43
La Rioja,Spain,254,1
Madrid,Spain,7469,238
Melilla,Spain,183,0
Murcia,Spain,1207,21
Navarra,Spain,466,11
Pais Vasco,Spain,2082,210
Unknown,Spain,0,0
,Sri Lanka,96,11
,Sudan,56,7
,Summer Olympics 2020,0,0
,Suriname,0,0
Blekinge,Sweden,356,9
Dalarna,Sweden,2460,67
Gavleborg,Sweden,275,38
Gotland,Sweden,84,12
Halland,Sweden,1034,67
Jamtland Harjedalen,Sweden,241,10
Jonkoping,Sweden,612,59
Kalmar,Sweden,688,32
Kronoberg,Sweden,482,16
Norrbotten,Sweden,222,24
Orebro,Sweden,991,46
Ostergotland,Sweden,542,73
Skane,Sweden,2324,204
Sormland,Sweden,693,75
Stockholm,Sweden,2545,258
Uppsala,Sweden,674,46
Varmland,Sweden,788,41
Vasterbotten,Sweden,369,29
Vasternorrland,Sweden,536,57
Vastmanland,Sweden,512,47
Vastra Gotaland,Sweden,2168,242
,Switzerland,8399,70
,Syria,30,1
,Taiwan*,665077,1035
,Tajikistan,0,0
,Tanzania,313,1
,Thailand,3065,196
,Timor-Leste,29,0
,Togo,11,0
,Tonga,523,1
,Trinidad and Tobago,1875,43
,Tunisia,2785,24
,Turkey,0,0
,Tuvalu,0,0
Alabama,US,510,0
Alabama,US,1487,4
Alabama,US,272,0
Alabama,US,227,1
Alabama,US,524,1
Alabama,US,84,0
Alabama,US,225,1
Alabama,US,1128,9
Alabama,US,345,0
Alabama,US,212,0
Alabama,US,233,0
Alabama,US,32,0
Alabama,US,246,0
Alabama,US,138,2
Alabama,US,120,0
Alabama,US,446,1
Alabama,US,573,1
Alabama,US,128,1
Alabama,US,70,2
Alabama,US,310,1
Alabama,US,157,1
Alabama,US,863,4
Alabama,US,375,0
Alabama,US,399,2
Alabama,US,445,1
Alabama,US,818,1
Alabama,US,366,0
Alabama,US,628,4
Alabama,US,123,1
Alabama,US,289,3
Alabama,US,186,0
Alabama,US,59,0
Alabama,US,108,0
Alabama,US,163,0
Alabama,US,929,3
Alabama,US,534,1
Alabama,US,5767,16
Alabama,US,89,2
Alabama,US,833,5
Alabama,US,187,2
Alabama,US,1300,3
Alabama,US,822,3
Alabama,US,130,0
Alabama,US,201,0
Alabama,US,2717,9
Alabama,US,117,1
Alabama,US,247,1
Alabama,US,834,2
Alabama,US,2603,7
Alabama,US,223,0
Alabama,US,2507,4
Alabama,US,1240,5
Alabama,US,0,0
Alabama,US,61,0
Alabama,US,105,3
Alabama,US,214,1
Alabama,US,226,1
Alabama,US,403,2
Alabama,US,1874,3
Alabama,US,1017,0
Alabama,US,80,0
Alabama,US,636,2
Alabama,US,455,0
Alabama,US,1726,12
Alabama,US,0,0
Alabama,US,812,2
Alabama,US,81,1
Alabama,US,72,0
Alabama,US,270,1
Alaska,US,3,0
Alaska,US,57,0
Alaska,US,1000,5
Alaska,US,253,0
Alaska,US,0,0
Alaska,US,10,0
Alaska,US,2,0
Alaska,US,10,0
Alaska,US,1,0
Alaska,US,31,0
Alaska,US,237,4
Alaska,US,6,0
Alaska,US,93,0
Alaska,US,155,4
Alaska,US,33,0
Alaska,US,42,1
Alaska,US,77,0
Alaska,US,204,0
Alaska,US,508,0
Alaska,US,73,0
Alaska,US,33,1
Alaska,US,2,1
Alaska,US,12,0
Alaska,US,54,0
Alaska,US,0,0
Alaska,US,9,0
Alaska,US,0,0
Alaska,US,0,0
Alaska,US,5,1
Alaska,US,9,0
Alaska,US,17,1
American Samoa,US,54,0
Arizona,US,434,3
Arizona,US,439,14
Arizona,US,279,9
Arizona,US,239,5
Arizona,US,143,3
Arizona,US,24,1
Arizona,US,21,4
Arizona,US,11292,326
Arizona,US,550,40
Arizona,US,425,8
Arizona,US,0,0
Arizona,US,3336,90
Arizona,US,1166,32
Arizona,US,153,3
Arizona,US,0,0
Arizona,US,727,33
Arizona,US,638,22
Arkansas,US,110,1
Arkansas,US,86,1
Arkansas,US,63,4
Arkansas,US,777,19
Arkansas,US,110,4
Arkansas,US,41,0
Arkansas,US,14,0
Arkansas,US,74,1
Arkansas,US,20,1
Arkansas,US,78,0
Arkansas,US,111,0
Arkansas,US,104,1
Arkansas,US,21,0
Arkansas,US,154,1
Arkansas,US,63,3
Arkansas,US,936,8
Arkansas,US,146,3
Arkansas,US,138,2
Arkansas,US,40,1
Arkansas,US,31,1
Arkansas,US,20,1
Arkansas,US,84,3
Arkansas,US,468,6
Arkansas,US,39,2
Arkansas,US,18,0
Arkansas,US,239,8
Arkansas,US,60,0
Arkansas,US,385,6
Arkansas,US,49,2
Arkansas,US,90,0
Arkansas,US,63,4
Arkansas,US,95,0
Arkansas,US,49,0
Arkansas,US,70,1
Arkansas,US,191,2
Arkansas,US,128,2
Arkansas,US,14,0
Arkansas,US,84,2
Arkansas,US,21,0
Arkansas,US,68,0
Arkansas,US,49,0
Arkansas,US,119,4
Arkansas,US,173,0
Arkansas,US,53,1
Arkansas,US,33,0
Arkansas,US,126,3
Arkansas,US,241,3
Arkansas,US,10,0
Arkansas,US,13,1
Arkansas,US,40,0
Arkansas,US,26,2
Arkansas,US,92,3
Arkansas,US,28,0
Arkansas,US,30,2
Arkansas,US,30,0
Arkansas,US,204,0
Arkansas,US,21,0
Arkansas,US,112,3
Arkansas,US,20,0
Arkansas,US,1261,11
Arkansas,US,74,1
Arkansas,US,339,5
Arkansas,US,38,0
Arkansas,US,29,1
Arkansas,US,353,11
Arkansas,US,75,0
Arkansas,US,66,1
Arkansas,US,92,2
Arkansas,US,80,2
Arkansas,US,501,0
Arkansas,US,129,2
Arkansas,US,47,0
Arkansas,US,822,5
Arkansas,US,289,3
Arkansas,US,7,0
Arkansas,US,37,1
California,US,6442,44
California,US,2,0
California,US,160,2
California,US,478,12
California,US,115,5
California,US,46,0
California,US,5021,19
California,US,124,1
California,US,472,2
California,US,6012,44
California,US,56,0
California,US,354,4
California,US,958,10
California,US,104,1
California,US,5692,24
California,US,783,5
California,US,245,0
California,US,80,1
California,US,44530,610
California,US,591,0
California,US,842,0
California,US,53,1
California,US,298,2
California,US,1113,14
California,US,23,0
California,US,45,0
California,US,1203,13
California,US,520,1
California,US,266,0
California,US,12520,117
California,US,0,0
California,US,1175,7
California,US,29,0
California,US,9958,50
California,US,4972,63
California,US,287,7
California,US,9091,21
California,US,15085,75
California,US,3516,48
California,US,2791,28
California,US,1153,13
California,US,3127,20
California,US,1808,8
California,US,8133,68
California,US,916,0
California,US,421,0
California,US,2,0
California,US,55,0
California,US,1971,7
California,US,1479,5
California,US,1824,21
California,US,335,2
California,US,227,3
California,US,44,0
California,US,2420,13
California,US,385,-8
California,US,-217,0
California,US,3535,47
California,US,741,9
California,US,278,2
Colorado,US,1142,12
Colorado,US,62,0
Colorado,US,1458,18
Colorado,US,31,2
Colorado,US,7,0
Colorado,US,68,0
Colorado,US,786,12
Colorado,US,150,3
Colorado,US,70,0
Colorado,US,7,0
Colorado,US,8,0
Colorado,US,15,0
Colorado,US,13,0
Colorado,US,25,0
Colorado,US,8,1
Colorado,US,27,5
Colorado,US,1885,18
Colorado,US,3,0
Colorado,US,727,5
Colorado,US,144,0
Colorado,US,1819,12
Colorado,US,25,0
Colorado,US,140,1
Colorado,US,146,0
Colorado,US,4,0
Colorado,US,35,0
Colorado,US,36,0
Colorado,US,2,0
Colorado,US,6,0
Colorado,US,2,0
Colorado,US,1261,21
Colorado,US,1,0
Colorado,US,6,0
Colorado,US,87,3
Colorado,US,11,0
Colorado,US,1194,10
Colorado,US,53,0
Colorado,US,2,0
Colorado,US,46,0
Colorado,US,583,8
Colorado,US,5,0
Colorado,US,59,0
Colorado,US,94,0
Colorado,US,99,1
Colorado,US,52,2
Colorado,US,58,0
Colorado,US,8,0
Colorado,US,0,0
Colorado,US,26,0
Colorado,US,23,1
Colorado,US,57,1
Colorado,US,13,0
Colorado,US,461,6
Colorado,US,17,0
Colorado,US,26,0
Colorado,US,86,0
Colorado,US,11,0
Colorado,US,-1,0
Colorado,US,56,0
Colorado,US,6,0
Colorado,US,72,0
Colorado,US,28,3
Colorado,US,27,0
Colorado,US,13,0
Colorado,US,823,7
Colorado,US,10,0
Connecticut,US,4609,40
Connecticut,US,4197,46
Connecticut,US,817,17
Connecticut,US,631,10
Connecticut,US,4959,44
Connecticut,US,1357,13
Connecticut,US,553,2
Connecticut,US,56,3
Connecticut,US,357,8
Delaware,US,756,7
Delaware,US,1831,24
Delaware,US,1404,17
Delaware,US,-7,0
Diamond Princess,US,0,0
District of Columbia,US,2626,11
Florida,US,1619,18
Florida,US,148,1
Florida,US,812,8
Florida,US,178,1
Florida,US,2734,40
Florida,US,13520,84
Florida,US,86,2
Florida,US,1311,35
Florida,US,619,20
Florida,US,1103,19
Florida,US,1880,17
Florida,US,401,9
Florida,US,132,6
Florida,US,70,3
Florida,US,5267,46
Florida,US,1410,5
Florida,US,499,8
Florida,US,54,0
Florida,US,358,1
Florida,US,83,1
Florida,US,19,0
Florida,US,90,0
Florida,US,69,1
Florida,US,162,0
Florida,US,118,4
Florida,US,752,18
Florida,US,501,16
Florida,US,6562,59
Florida,US,103,1
Florida,US,691,6
Florida,US,564,1
Florida,US,93,1
Florida,US,28,1
Florida,US,1966,35
Florida,US,4111,45
Florida,US,2281,19
Florida,US,206,3
Florida,US,36,0
